timestamp,class,score,formatted_time,sentiment,subcategory
41.6,Whale vocalization,0.9103187918663025,00:42,positive,singing
41.7,Whale vocalization,0.8957107663154602,00:42,positive,singing
41.800000000000004,Whale vocalization,0.9044556617736816,00:42,positive,singing
41.900000000000006,Whale vocalization,0.9091702103614807,00:42,positive,singing
42.0,Whale vocalization,0.9105725884437561,00:42,positive,singing
42.1,Whale vocalization,0.9011520743370056,00:42,positive,singing
42.2,Whale vocalization,0.9031028747558594,00:42,positive,singing
42.300000000000004,Whale vocalization,0.9420864582061768,00:42,positive,singing
42.400000000000006,Whale vocalization,0.9516140222549438,00:42,positive,singing
42.5,Whale vocalization,0.9577212929725647,00:42,positive,singing
42.6,Whale vocalization,0.9109963178634644,00:43,positive,singing
42.7,Whale vocalization,0.9035698771476746,00:43,positive,singing
42.800000000000004,Whale vocalization,0.9125354290008545,00:43,positive,singing
42.900000000000006,Whale vocalization,0.8830502033233643,00:43,positive,singing
43.0,Whale vocalization,0.795413076877594,00:43,positive,singing
43.1,Whale vocalization,0.8092019557952881,00:43,positive,singing
43.2,Whale vocalization,0.8501108288764954,00:43,positive,singing
43.300000000000004,Whale vocalization,0.9040645956993103,00:43,positive,singing
43.400000000000006,Whale vocalization,0.8976700305938721,00:43,positive,singing
43.5,Whale vocalization,0.8726539611816406,00:44,positive,singing
43.6,Whale vocalization,0.6877665519714355,00:44,positive,singing
